step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
120,NETWORK,5907.3,4.2324,217.0,0.0031,4.9241,0
121,NETWORK,6976.8,2.3288,183.0,0.0204,4.3376,0
122,NETWORK,5812.2,7.1898,197.0,0.0011,4.5854,0
123,NETWORK,5548.8,7.9856,177.0,0.0973,4.0587,0
124,NETWORK,5925.5,2.605,204.0,0.0066,5.4873,0
125,NETWORK,5874.8,3.0986,208.0,0.0509,4.8712,0
126,NETWORK,6208.3,2.7465,200.0,0.0214,4.768,0
127,NETWORK,5883.2,7.2793,196.0,0.0156,4.4039,0
128,NETWORK,4972.4,5.759,195.0,0.0013,4.1405,0
129,NETWORK,6499.4,6.6639,184.0,0.0048,4.2297,0
130,NETWORK,6507.7,0.8245,176.0,0.0022,5.2681,0
131,NETWORK,6157.5,7.4795,219.0,0.0227,5.0554,0
132,NETWORK,6490.2,1.8485,240.0,0.0009,4.8226,0
133,NETWORK,5543.0,7.6242,203.0,0.0016,3.9169,0
134,NETWORK,5394.1,1.7905,211.0,0.0056,4.2028,0
135,NETWORK,6571.6,2.5053,196.0,0.0336,4.7658,0
136,NETWORK,5586.3,0.8853,181.0,0.0028,4.8708,0
137,NETWORK,6136.9,5.6716,167.0,0.0056,5.1123,0
138,NETWORK,5867.9,1.3746,202.0,0.0715,4.2273,0
139,NETWORK,5802.6,3.5995,197.0,0.0345,4.8899,0
140,NETWORK,5634.7,0.6822,214.0,0.0038,3.5383,0
141,NETWORK,5690.2,6.9741,223.0,0.0,4.6502,0
142,NETWORK,5717.0,2.4173,220.0,0.0077,5.3936,0
143,NETWORK,6478.8,4.7225,201.0,0.0002,4.1067,0
144,NETWORK,5869.0,7.1708,204.0,0.0002,3.8485,0
145,NETWORK,6151.1,5.4223,203.0,0.1152,4.0859,0
146,NETWORK,6031.6,2.187,196.0,0.0044,5.0157,0
147,NETWORK,6779.7,3.5629,219.0,0.0445,4.4921,0
148,NETWORK,6136.5,8.0069,182.0,0.0001,4.0033,0
149,NETWORK,6356.3,4.5737,209.0,0.0001,4.2237,0
150,NETWORK,5607.2,5.5344,209.0,0.1104,4.6199,0
151,NETWORK,6164.3,2.389,211.0,0.0344,4.3122,0
152,NETWORK,6149.6,8.8045,216.0,0.0254,4.5135,0
153,NETWORK,6903.5,5.0545,180.0,0.0052,4.6817,0
154,NETWORK,5751.2,3.5856,190.0,0.019,4.9201,0
155,NETWORK,6119.7,3.1873,202.0,0.0195,5.1066,0
156,NETWORK,6416.3,6.6999,208.0,0.0392,4.2269,0
157,NETWORK,6451.6,7.4252,183.0,0.0026,5.3162,0
158,NETWORK,5926.0,3.7231,182.0,0.0176,3.6388,0
159,NETWORK,7079.9,2.8322,196.0,0.003,4.6995,0
160,NETWORK,6476.3,2.1025,185.0,0.001,4.0958,0
161,NETWORK,6284.4,9.119,206.0,0.0011,3.5562,0
162,NETWORK,6569.7,0.8288,188.0,0.0298,3.6972,0
163,NETWORK,7380.5,6.1772,223.0,0.0692,5.2574,0
164,NETWORK,6381.2,2.0793,213.0,0.011,4.9889,0
165,NETWORK,6243.1,7.2625,196.0,0.0005,3.5736,0
166,NETWORK,6547.3,1.1679,220.0,0.0204,3.8053,0
167,NETWORK,6397.7,5.7549,220.0,0.0173,5.3342,0
168,NETWORK,6426.3,5.4735,203.0,0.0242,3.9481,0
169,NETWORK,7463.1,8.9552,201.0,0.0809,4.0339,0
170,NETWORK,5958.5,3.9875,203.0,0.0323,5.4732,0
171,NETWORK,6169.6,1.3034,181.0,0.0101,5.2634,0
172,NETWORK,6248.3,1.1752,202.0,0.0062,5.069,0
173,NETWORK,6513.3,6.5257,197.0,0.0,5.3176,0
174,NETWORK,6128.5,1.1823,197.0,0.015,4.3773,0
175,NETWORK,6789.0,5.4515,209.0,0.0039,3.9669,0
176,NETWORK,5859.2,8.3934,211.0,0.0104,4.929,0
177,NETWORK,5931.9,5.1444,197.0,0.0058,5.3785,0
178,NETWORK,6608.3,3.3026,193.0,0.002,5.1571,0
179,NETWORK,6716.5,5.1129,201.0,0.0278,5.2681,0
180,NETWORK,5241.1,7.6569,207.0,0.008,3.7876,0
181,NETWORK,6161.7,6.989,216.0,0.1526,4.8699,0
182,NETWORK,6086.5,4.9423,182.0,0.0142,3.5527,0
183,NETWORK,6755.0,5.9887,211.0,0.0089,3.9303,0
184,NETWORK,6387.3,8.8668,198.0,0.0006,4.5857,0
185,NETWORK,6631.5,6.8062,220.0,0.0199,3.7183,0
186,NETWORK,6029.8,1.3553,200.0,0.0048,5.1227,0
187,NETWORK,6277.9,7.6031,203.0,0.0298,4.7259,0
188,NETWORK,6986.4,8.6746,190.0,0.0802,3.6561,0
189,NETWORK,6197.8,4.5614,191.0,0.0089,4.205,0
190,NETWORK,5974.8,4.7548,194.0,0.0011,4.8062,0
191,NETWORK,6305.8,4.7636,183.0,0.0006,5.4833,0
192,NETWORK,6814.3,7.2416,196.0,0.0328,4.0524,0
193,NETWORK,6046.8,2.7361,203.0,0.0008,4.1626,0
194,NETWORK,7021.0,3.6023,206.0,0.0061,4.053,0
195,NETWORK,6929.2,4.0045,202.0,0.0075,4.4758,0
196,NETWORK,6886.2,8.9548,232.0,0.0001,5.2422,0
197,NETWORK,6534.5,9.2837,199.0,0.0234,5.0559,0
198,NETWORK,6992.0,9.7214,186.0,0.0028,4.0023,0
199,NETWORK,6664.3,4.9288,211.0,0.0539,3.5187,0
200,NETWORK,7144.8,9.6056,213.0,0.0016,4.375,0
201,NETWORK,5651.9,6.4711,183.0,0.0,4.2184,0
202,NETWORK,6630.9,5.4315,186.0,0.0031,4.6721,0
203,NETWORK,6287.0,8.0121,176.0,0.0,4.5097,0
204,NETWORK,5108.0,0.6175,203.0,0.0127,3.7607,0
205,NETWORK,6546.5,7.8203,202.0,0.002,3.5645,0
206,NETWORK,7014.1,7.3371,189.0,0.0129,4.1835,0
207,NETWORK,7261.0,8.811,197.0,0.0044,4.8344,0
208,NETWORK,6562.3,6.8051,224.0,0.0083,4.3106,0
209,NETWORK,6515.7,4.6941,198.0,0.0,4.577,0
210,NETWORK,6819.3,2.2182,221.0,0.0065,4.834,0
211,NETWORK,5727.3,1.8826,181.0,0.0248,3.507,0
212,NETWORK,6925.3,7.9139,188.0,0.0876,5.1216,0
213,NETWORK,6769.2,4.6436,212.0,0.0144,4.4286,0
214,NETWORK,7455.1,1.9006,190.0,0.0012,5.4924,0
215,NETWORK,6656.1,8.0379,179.0,0.019,4.6484,0
216,NETWORK,6946.7,9.4878,185.0,0.0005,4.0791,0
217,NETWORK,6171.9,5.3215,202.0,0.056,5.3537,0
218,NETWORK,7047.1,4.0811,193.0,0.0308,4.7181,0
219,NETWORK,6790.3,9.241,200.0,0.0018,4.2987,0
220,NETWORK,6757.9,4.8202,189.0,0.0107,5.0496,0
221,NETWORK,7047.9,8.2883,217.0,0.0038,3.6812,0
222,NETWORK,6831.4,2.7555,183.0,0.0001,4.1514,0
223,NETWORK,6373.5,0.6879,215.0,0.0037,3.7374,0
224,NETWORK,6228.1,9.2621,214.0,0.0004,4.8159,0
225,NETWORK,6239.0,8.7258,214.0,0.0121,5.1926,0
226,NETWORK,5981.0,1.1677,181.0,0.0001,3.7504,0
227,NETWORK,6504.0,7.4304,192.0,0.0,5.1878,0
228,NETWORK,5885.0,6.9313,189.0,0.0458,4.7386,0
229,NETWORK,6711.2,4.8054,185.0,0.1167,4.9406,0
230,NETWORK,5769.9,0.5832,205.0,0.0001,3.8757,0
231,NETWORK,7627.6,8.0846,197.0,0.0038,4.9609,0
232,NETWORK,6382.3,8.7228,190.0,0.0422,5.3197,0
233,NETWORK,6654.5,4.77,204.0,0.0442,4.0961,0
234,NETWORK,6378.0,7.4627,208.0,0.0191,4.7766,0
235,NETWORK,7420.9,7.8076,218.0,0.0057,4.764,0
236,NETWORK,6884.0,2.6162,219.0,0.0085,3.9418,0
237,NETWORK,6575.7,5.3282,201.0,0.0289,4.1598,0
238,NETWORK,7161.7,6.5445,206.0,0.0051,3.9585,0
239,NETWORK,6857.4,8.3859,188.0,0.0716,5.1939,0
240,NETWORK,6294.7,5.8797,198.0,0.0,3.7281,0
241,NETWORK,7415.9,5.1803,197.0,0.0009,5.3231,0
242,NETWORK,6390.7,8.4335,204.0,0.0302,4.5189,0
243,NETWORK,6725.4,6.6594,204.0,0.0173,3.872,0
244,NETWORK,5817.2,3.98,207.0,0.0159,3.7086,0
245,NETWORK,6880.6,9.4701,204.0,0.002,4.9615,0
246,NETWORK,7061.9,6.5476,191.0,0.0557,3.7396,0
247,NETWORK,6019.1,8.0288,217.0,0.0034,3.5205,0
248,NETWORK,6298.4,3.0627,177.0,0.0189,3.5089,0
249,NETWORK,5399.8,2.9031,180.0,0.0123,5.0504,0
250,NETWORK,6987.0,4.511,196.0,0.0203,4.9844,0
251,NETWORK,6702.8,2.6976,223.0,0.0044,4.4515,0
252,NETWORK,6478.5,0.8843,190.0,0.0073,5.1367,0
253,NETWORK,6942.2,5.6767,213.0,0.0673,4.2179,0
254,NETWORK,6859.1,6.3119,213.0,0.0007,4.8257,0
255,NETWORK,6759.3,4.003,209.0,0.0015,4.3188,0
256,NETWORK,5822.1,6.5751,194.0,0.0097,5.3912,0
257,NETWORK,7140.6,1.9578,232.0,0.052,3.973,0
258,NETWORK,7661.3,2.4727,185.0,0.0417,3.6075,0
259,NETWORK,5908.6,4.4922,200.0,0.0031,5.3182,0
260,NETWORK,6387.6,9.2398,203.0,0.0072,5.2916,0
261,NETWORK,7505.3,9.7559,186.0,0.0432,3.902,0
262,NETWORK,6369.8,1.8596,216.0,0.0237,4.6826,0
263,NETWORK,5631.5,1.2278,206.0,0.0001,3.6128,0
264,NETWORK,6489.5,5.0713,187.0,0.0423,3.9345,0
265,NETWORK,6739.3,7.7305,172.0,0.0064,4.1644,0
266,NETWORK,7022.1,6.3388,202.0,0.0079,5.4015,0
267,NETWORK,6708.1,7.7123,206.0,0.0263,4.6395,0
268,NETWORK,6944.2,2.6312,195.0,0.0096,5.199,0
269,NETWORK,5581.4,3.3622,198.0,0.0113,4.1523,0
270,NETWORK,6837.7,4.4109,204.0,0.0101,4.9106,0
271,NETWORK,6599.9,8.8363,208.0,0.0038,4.5654,0
272,NETWORK,6707.6,1.6373,174.0,0.069,3.8682,0
273,NETWORK,7414.9,6.8112,186.0,0.0003,4.1559,0
274,NETWORK,7200.2,10.1905,200.0,0.0166,5.1352,0
275,NETWORK,7063.4,3.9832,197.0,0.0,3.8827,0
276,NETWORK,7756.4,7.3132,207.0,0.115,4.1044,0
277,NETWORK,6803.4,3.1336,201.0,0.0108,4.6626,0
278,NETWORK,6708.2,9.882,197.0,0.0,5.0002,0
279,NETWORK,6621.7,8.0465,213.0,0.0023,4.0464,0
280,NETWORK,7008.8,8.86,197.0,0.0383,3.7247,0
281,NETWORK,6599.5,7.9737,210.0,0.0378,5.3748,0
282,NETWORK,6483.5,4.8635,179.0,0.0255,4.5102,0
283,NETWORK,6522.4,8.7511,195.0,0.0048,4.3521,0
284,NETWORK,6492.0,0.9416,194.0,0.0188,5.1516,0
285,NETWORK,6227.8,0.8634,187.0,0.0292,4.2492,0
286,NETWORK,6192.1,2.9217,212.0,0.0082,4.4903,0
287,NETWORK,6809.0,6.0278,211.0,0.0048,4.3432,0
288,NETWORK,6407.1,9.4598,204.0,0.0574,4.4998,0
289,NETWORK,6828.5,1.4689,219.0,0.0001,3.7353,0
290,NETWORK,6028.4,4.8005,214.0,0.001,3.5648,0
291,NETWORK,5943.1,8.7745,199.0,0.0352,5.1103,0
292,NETWORK,6449.0,0.4759,214.0,0.0006,4.9961,0
293,NETWORK,6786.4,7.5915,189.0,0.0073,3.7699,0
294,NETWORK,6906.9,9.5316,202.0,0.0001,4.5085,0
295,NETWORK,7061.3,5.0163,191.0,0.0132,5.1559,0
296,NETWORK,5843.7,1.3077,221.0,0.0322,5.0305,0
297,NETWORK,7545.9,6.245,201.0,0.0127,3.9834,0
298,NETWORK,6483.1,3.1202,215.0,0.0328,5.2751,0
299,NETWORK,6313.2,3.0754,213.0,0.0265,4.2549,0
300,NETWORK,6640.7,2.9279,209.0,0.0199,4.4874,0
301,NETWORK,6331.9,0.4102,228.0,0.0087,4.6882,0
302,NETWORK,7513.9,10.0881,220.0,0.0485,4.0217,0
303,NETWORK,6893.1,0.6917,222.0,0.0002,3.7612,0
304,NETWORK,6791.3,6.9474,183.0,0.0177,5.2091,0
305,NETWORK,6550.4,4.2471,217.0,0.0003,3.7244,0
306,NETWORK,6478.5,2.5033,209.0,0.0274,5.1004,0
307,NETWORK,7396.8,2.4358,200.0,0.0017,4.4602,0
308,NETWORK,7193.4,9.6849,218.0,0.1165,4.1178,0
309,NETWORK,7068.1,0.4685,196.0,0.0258,4.5198,0
310,NETWORK,6691.1,8.9047,214.0,0.0036,3.861,0
311,NETWORK,6245.7,8.251,202.0,0.0117,5.0739,0
312,NETWORK,6230.3,1.5417,215.0,0.0658,4.5318,0
313,NETWORK,7867.9,3.7699,189.0,0.0096,4.996,0
314,NETWORK,7441.6,10.1479,213.0,0.0002,3.5578,0
315,NETWORK,7203.1,8.4188,174.0,0.0146,3.6716,0
316,NETWORK,7639.1,11.056,206.0,0.0012,5.2985,0
317,NETWORK,7496.1,5.9879,200.0,0.0021,5.3655,0
318,NETWORK,6947.3,1.7276,208.0,0.0146,4.2952,0
319,NETWORK,6694.2,3.1079,202.0,0.0037,4.6611,0
320,NETWORK,6935.6,6.125,226.0,0.0157,4.5366,0
321,NETWORK,7567.2,5.7917,194.0,0.0013,4.8411,0
322,NETWORK,7738.8,9.0927,208.0,0.0588,4.3526,0
323,NETWORK,6582.7,4.0061,211.0,0.0002,5.1561,0
324,NETWORK,6540.4,6.4957,209.0,0.003,3.6889,0
325,NETWORK,6442.9,3.563,197.0,0.0071,3.5494,0
326,NETWORK,7163.4,7.2811,201.0,0.0,4.1979,0
327,NETWORK,6617.7,1.1186,180.0,0.0239,4.907,0
328,NETWORK,7179.9,8.1611,192.0,0.0,3.5371,0
329,NETWORK,8165.5,2.6921,192.0,0.0045,5.4734,0
330,NETWORK,6923.4,3.9153,195.0,0.0029,5.4822,0
331,NETWORK,6359.7,4.9238,209.0,0.0105,5.488,0
332,NETWORK,6662.8,9.3884,209.0,0.0109,5.4029,0
333,NETWORK,7523.1,3.8753,209.0,0.007,3.686,0
334,NETWORK,6667.9,5.4315,203.0,0.0088,4.6947,0
335,NETWORK,7070.6,1.7489,191.0,0.0229,5.0152,0
336,NETWORK,7281.0,3.1706,186.0,0.0488,4.7031,0
337,NETWORK,6248.3,8.968,235.0,0.0308,4.2183,0
338,NETWORK,8058.3,2.3406,222.0,0.0051,3.7232,0
339,NETWORK,6778.2,3.1951,202.0,0.0069,3.6427,0
340,NETWORK,6603.2,7.9891,220.0,0.0678,3.7506,0
341,NETWORK,6491.2,0.9639,206.0,0.0015,3.7599,0
342,NETWORK,6206.9,7.8271,212.0,0.0002,3.9165,0
343,NETWORK,6871.9,1.3281,210.0,0.0441,5.3176,0
344,NETWORK,7942.1,9.4974,193.0,0.0291,4.0037,0
345,NETWORK,6768.6,2.8847,202.0,0.0137,4.4458,0
346,NETWORK,6395.7,4.1414,218.0,0.0118,5.3934,0
347,NETWORK,7825.1,4.6533,214.0,0.0054,4.0853,0
348,NETWORK,7277.6,4.6156,197.0,0.0189,4.7589,0
349,NETWORK,7730.2,6.0049,220.0,0.0083,5.4251,0
350,NETWORK,7117.8,2.7929,199.0,0.0027,4.0067,0
351,NETWORK,6737.4,1.1808,195.0,0.0,3.8767,0
352,NETWORK,6728.1,8.1634,182.0,0.0188,4.0385,0
353,NETWORK,6565.4,7.8005,211.0,0.0027,4.5437,0
354,NETWORK,6800.3,9.4846,197.0,0.016,3.8855,0
355,NETWORK,7529.0,2.6548,189.0,0.0416,4.7613,0
356,NETWORK,7434.3,10.7243,214.0,0.0131,3.6047,0
357,NETWORK,7590.4,5.7496,232.0,0.0415,3.7124,0
358,NETWORK,6917.8,8.0969,193.0,0.0018,4.3631,0
359,NETWORK,6787.6,5.7089,191.0,0.0089,3.6827,0
360,NETWORK,6980.2,7.3476,185.0,0.0265,3.5452,0
361,NETWORK,6676.3,6.2027,214.0,0.0105,3.864,0
362,NETWORK,7606.9,3.8109,224.0,0.0036,4.2103,0
363,NETWORK,6809.3,4.7065,201.0,0.0,4.344,0
364,NETWORK,8066.6,9.371,191.0,0.021,4.7779,0
365,NETWORK,7935.9,11.8268,203.0,0.0018,4.6128,0
366,NETWORK,7031.6,7.6497,191.0,0.0104,4.5931,0
367,NETWORK,7670.7,11.3649,192.0,0.0232,4.6052,0
368,NETWORK,7072.0,5.1702,183.0,0.1106,3.5126,0
369,NETWORK,6863.9,9.4854,203.0,0.0185,5.0059,0
370,NETWORK,7964.3,3.4285,203.0,0.1263,4.6061,0
371,NETWORK,6820.6,7.0783,208.0,0.0115,3.805,0
372,NETWORK,7997.8,9.3634,209.0,0.0004,3.5856,0
373,NETWORK,6836.8,0.7034,211.0,0.0005,3.5568,0
374,NETWORK,7260.1,1.7699,189.0,0.0476,4.1476,0
375,NETWORK,6871.7,7.4381,202.0,0.059,5.1987,0
376,NETWORK,6980.9,2.4707,212.0,0.0,4.48,0
377,NETWORK,7405.0,0.9843,218.0,0.0012,4.0793,0
378,NETWORK,7108.2,4.9193,177.0,0.0046,4.5467,0
379,NETWORK,7208.1,2.415,204.0,0.1177,3.6701,0
380,NETWORK,6957.7,1.4334,188.0,0.026,3.783,0
381,NETWORK,7473.1,4.3766,203.0,0.0431,5.0557,0
382,NETWORK,5664.0,6.9229,192.0,0.0167,4.383,0
383,NETWORK,5938.8,4.8595,206.0,0.018,4.1754,0
384,NETWORK,7084.8,2.6169,211.0,0.0229,5.0271,0
385,NETWORK,7259.1,1.6838,200.0,0.0001,4.995,0
386,NETWORK,6832.4,8.779,226.0,0.0103,3.5583,0
387,NETWORK,7394.6,1.4076,218.0,0.0661,4.5663,0
388,NETWORK,7094.4,9.8931,207.0,0.0273,4.1591,0
389,NETWORK,7630.3,9.7125,219.0,0.0277,4.4891,0
390,NETWORK,7487.5,4.8309,205.0,0.0075,4.5529,0
391,NETWORK,7353.2,6.5121,185.0,0.0004,5.0103,0
392,NETWORK,7661.4,4.7162,198.0,0.0,4.3441,0
393,NETWORK,7361.0,1.7889,177.0,0.0355,3.9696,0
394,NETWORK,6937.5,9.4909,197.0,0.0482,4.3113,0
395,NETWORK,7322.4,2.4304,189.0,0.0764,3.6128,0
396,NETWORK,7214.8,1.7801,196.0,0.0019,4.2116,0
397,NETWORK,7755.6,8.7858,195.0,0.0037,5.1823,0
398,NETWORK,7846.2,3.7342,180.0,0.0526,4.3078,0
399,NETWORK,6716.2,1.0986,181.0,0.0107,4.8066,0
400,NETWORK,6554.0,6.5117,199.0,0.0331,4.7809,0
401,NETWORK,7132.1,6.9542,204.0,0.0166,5.0879,0
402,NETWORK,7824.5,11.5871,201.0,0.0071,4.5495,0
403,NETWORK,6356.5,9.1036,204.0,0.004,5.3917,0
404,NETWORK,6915.4,0.5087,203.0,0.0736,5.0021,0
405,NETWORK,6581.3,2.3845,190.0,0.0115,3.6995,0
406,NETWORK,7045.8,4.0928,215.0,0.0021,3.5925,0
407,NETWORK,6780.9,6.0545,206.0,0.0002,5.2081,0
408,NETWORK,6103.7,4.6352,205.0,0.0001,3.9683,0
409,NETWORK,6569.1,7.3141,199.0,0.0207,3.7103,0
410,NETWORK,6243.2,2.9526,200.0,0.094,3.7103,0
411,NETWORK,6607.1,8.9525,188.0,0.0113,4.1188,0
