step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
235,SENSOR,0.6513,59.95,94.25,2993.2,0.116358,0
236,SENSOR,0.5513,58.91,99.28,3058.4,0.117085,0
237,SENSOR,0.5133,60.09,100.98,3000.5,0.117643,0
238,SENSOR,0.5397,60.53,97.51,3100.3,0.118343,0
239,SENSOR,0.5257,59.47,100.06,3089.3,0.118607,0
240,SENSOR,0.5174,58.24,99.92,2992.2,0.118713,0
241,SENSOR,0.5423,56.92,99.44,3003.8,0.118955,0
242,SENSOR,0.6104,60.38,99.25,2995.6,0.119758,0
243,SENSOR,0.5387,57.75,102.23,2989.5,0.120376,0
244,SENSOR,0.5757,59.66,96.12,2926.6,0.120524,0
245,SENSOR,0.6887,60.07,97.53,3050.9,0.120543,0
246,SENSOR,0.5942,61.28,100.02,3052.5,0.12085,0
247,SENSOR,0.6138,59.0,102.54,3047.8,0.121498,0
248,SENSOR,0.6051,56.61,100.49,3039.7,0.122045,0
249,SENSOR,0.5982,57.2,101.65,3066.7,0.122756,0
250,SENSOR,0.6274,60.33,96.53,2914.1,0.12277,0
251,SENSOR,0.7128,60.21,104.37,3045.5,0.122974,0
252,SENSOR,0.5122,61.5,103.17,2973.2,0.123267,0
253,SENSOR,0.6245,57.53,102.39,3019.4,0.124157,0
254,SENSOR,0.5907,60.88,101.21,3001.6,0.125429,0
255,SENSOR,0.5581,60.6,100.14,3005.0,0.125901,0
256,SENSOR,0.6579,60.35,99.43,3020.8,0.126106,0
257,SENSOR,0.5844,64.26,102.99,2974.1,0.127112,0
258,SENSOR,0.5957,58.46,100.61,2967.7,0.127458,0
259,SENSOR,0.5221,58.93,98.71,2969.8,0.128506,0
260,SENSOR,0.5665,60.2,105.42,3078.2,0.128912,0
261,SENSOR,0.5164,61.49,95.97,2969.1,0.129238,0
262,SENSOR,0.5492,56.0,97.6,3022.6,0.129788,0
263,SENSOR,0.573,60.15,100.67,3010.0,0.130178,0
264,SENSOR,0.6128,61.79,99.32,2977.9,0.131025,0
265,SENSOR,0.5364,62.03,104.65,2989.0,0.131139,0
266,SENSOR,0.7063,58.07,100.56,3054.7,0.131391,0
267,SENSOR,0.5448,61.84,98.04,3013.0,0.13174,0
268,SENSOR,0.5882,61.26,99.86,2947.0,0.131991,0
269,SENSOR,0.5288,62.3,95.95,3010.8,0.132397,0
270,SENSOR,0.5753,62.13,99.57,2931.3,0.134876,0
271,SENSOR,0.5511,58.93,100.78,2921.2,0.135324,0
272,SENSOR,0.5968,59.63,98.97,2977.7,0.135422,0
273,SENSOR,0.5147,60.1,103.94,3059.1,0.136052,0
274,SENSOR,0.6041,63.33,103.52,2972.9,0.13608,0
275,SENSOR,0.934,63.54,99.53,2966.2,0.136595,0
276,SENSOR,0.6151,57.67,99.92,3061.1,0.138491,0
277,SENSOR,0.535,60.69,99.79,2985.1,0.138696,0
278,SENSOR,0.5595,57.5,97.72,3004.4,0.138956,0
279,SENSOR,0.6022,60.05,100.87,3059.7,0.139042,0
280,SENSOR,0.5823,58.5,99.13,3047.7,0.139189,0
281,SENSOR,0.5295,56.88,105.49,2997.5,0.139229,0
282,SENSOR,0.7892,60.36,99.51,2936.1,0.139257,0
283,SENSOR,0.5673,62.75,100.18,2986.3,0.139391,0
284,SENSOR,0.5433,62.25,98.75,2973.9,0.140079,0
285,SENSOR,0.5407,62.54,97.95,2925.3,0.140213,0
286,SENSOR,0.6335,57.74,97.66,2999.9,0.140246,0
287,SENSOR,0.5264,57.96,94.65,2996.3,0.14118,0
288,SENSOR,0.827,61.55,101.03,2975.5,0.141562,0
289,SENSOR,0.8838,59.87,105.25,3057.3,0.142942,0
290,SENSOR,0.6112,61.25,100.61,3023.7,0.142959,0
291,SENSOR,0.6207,62.04,99.83,2944.4,0.143139,0
292,SENSOR,0.6043,60.14,100.57,3018.3,0.146595,0
293,SENSOR,0.5323,56.47,96.91,2980.5,0.147541,0
294,SENSOR,0.576,61.36,101.11,3090.5,0.147887,0
295,SENSOR,0.5422,56.54,95.24,3064.7,0.148236,0
296,SENSOR,0.5907,63.4,101.16,3054.3,0.148285,0
297,SENSOR,0.66,60.25,102.82,3015.8,0.148785,0
298,SENSOR,0.6276,59.65,104.63,2971.1,0.149456,0
299,SENSOR,0.6985,62.27,99.45,3121.2,0.150149,0
300,SENSOR,0.5584,59.33,96.22,2931.6,0.15022,0
301,SENSOR,0.5721,62.97,100.19,2977.9,0.150596,0
302,SENSOR,0.5889,57.79,94.13,3006.7,0.150723,0
303,SENSOR,0.8626,58.48,99.03,3043.6,0.151041,0
304,SENSOR,0.5943,60.16,106.94,2924.4,0.151691,0
305,SENSOR,0.5323,57.45,101.74,2839.6,0.151865,0
306,SENSOR,0.7693,62.9,104.99,3044.3,0.151942,0
307,SENSOR,0.529,63.59,100.06,2974.3,0.152137,0
308,SENSOR,0.6034,61.75,98.76,3068.4,0.153563,0
309,SENSOR,0.6308,59.21,103.19,2966.5,0.154845,0
310,SENSOR,0.5506,57.72,100.02,3068.7,0.155277,0
311,SENSOR,0.6113,59.16,98.07,3000.8,0.155939,0
312,SENSOR,0.5639,60.6,101.82,3011.8,0.156859,0
313,SENSOR,0.8034,58.44,101.27,3058.1,0.157183,0
314,SENSOR,0.6179,60.91,98.08,2985.2,0.157672,0
315,SENSOR,0.9712,61.8,101.11,3029.5,0.158084,0
316,SENSOR,0.6158,60.44,99.86,2898.0,0.159618,0
317,SENSOR,0.5142,61.29,100.77,2978.5,0.16022,0
318,SENSOR,0.8187,56.13,100.49,2971.1,0.160366,0
319,SENSOR,0.5955,62.3,99.1,3081.6,0.160372,0
320,SENSOR,0.522,59.78,103.25,3076.6,0.16064,0
321,SENSOR,0.6205,62.23,100.91,3005.0,0.161031,0
322,SENSOR,0.5269,62.09,100.99,3009.5,0.161314,0
323,SENSOR,0.5626,63.16,102.42,2992.5,0.161408,0
324,SENSOR,0.6488,62.3,100.45,3032.9,0.161611,0
325,SENSOR,0.5162,62.0,98.37,3007.1,0.161815,0
326,SENSOR,0.5296,61.34,102.26,3125.9,0.163342,0
327,SENSOR,0.5248,55.89,99.92,3031.1,0.163838,0
328,SENSOR,0.522,58.45,104.14,3019.1,0.164112,0
329,SENSOR,0.5227,58.81,97.78,3094.1,0.165412,0
330,SENSOR,0.5218,60.5,95.41,2910.1,0.165848,0
331,SENSOR,0.5781,59.7,93.25,2949.6,0.16652,0
332,SENSOR,0.6065,60.12,101.04,2983.7,0.166536,0
333,SENSOR,0.6103,63.2,98.92,3109.4,0.167064,0
334,SENSOR,0.6698,60.33,100.81,3009.4,0.168293,0
335,SENSOR,0.6338,60.1,95.56,3069.4,0.168417,0
336,SENSOR,0.551,63.28,99.75,2978.1,0.168733,0
337,SENSOR,0.9296,63.93,104.27,3006.1,0.168972,0
338,SENSOR,0.5906,58.38,96.36,3016.1,0.17024,0
339,SENSOR,0.5597,62.18,101.24,2942.7,0.170292,0
340,SENSOR,0.604,59.35,102.45,3047.5,0.170637,0
341,SENSOR,0.5357,59.58,95.88,2985.5,0.171055,0
342,SENSOR,0.5357,58.43,97.57,2973.0,0.171738,0
343,SENSOR,0.7238,63.71,96.43,3030.1,0.172471,0
344,SENSOR,0.6725,58.52,103.01,3028.3,0.172637,0
345,SENSOR,0.5611,63.59,101.54,3003.1,0.172823,0
346,SENSOR,0.7038,55.85,98.88,2960.0,0.17283,0
347,SENSOR,0.5935,62.5,93.38,3064.4,0.173137,0
348,SENSOR,0.6266,56.68,93.21,2989.3,0.173393,0
349,SENSOR,1.0568,57.42,102.33,3000.5,0.173919,0
350,SENSOR,0.5194,58.59,95.83,3022.7,0.174001,0
351,SENSOR,0.5658,58.81,101.65,2998.5,0.174017,0
352,SENSOR,0.641,59.21,102.9,2978.8,0.175555,0
353,SENSOR,0.8847,56.41,92.59,3007.8,0.17702,0
354,SENSOR,0.6083,59.27,99.56,2954.7,0.17765,0
355,SENSOR,0.7324,55.2,100.32,2977.9,0.178451,0
356,SENSOR,0.529,64.1,100.86,2989.1,0.178671,0
357,SENSOR,0.6422,63.13,102.79,2960.2,0.178781,0
358,SENSOR,0.5358,59.7,101.32,3024.5,0.180013,0
359,SENSOR,0.5363,62.1,101.75,2992.9,0.180212,0
360,SENSOR,0.6371,56.01,99.52,2875.9,0.180371,0
361,SENSOR,0.7107,59.74,101.65,2999.0,0.180381,0
362,SENSOR,0.6004,62.11,101.79,3000.7,0.180586,0
363,SENSOR,0.5216,63.08,96.01,2952.7,0.18258,0
364,SENSOR,0.5732,58.82,96.55,2889.6,0.184723,0
365,SENSOR,0.5717,59.87,99.54,3023.8,0.18482,0
366,SENSOR,0.7751,57.47,97.86,2977.3,0.184827,0
367,SENSOR,0.569,57.24,97.0,2895.4,0.184909,0
368,SENSOR,0.7097,58.54,98.83,3033.8,0.185215,0
369,SENSOR,0.5837,58.7,99.0,2950.9,0.185294,0
370,SENSOR,0.6625,61.04,101.32,3003.8,0.185654,0
371,SENSOR,0.6642,56.36,102.51,3017.3,0.186486,0
372,SENSOR,0.6033,59.04,101.62,2928.1,0.186615,0
373,SENSOR,0.6502,59.46,102.14,2955.8,0.187839,0
374,SENSOR,0.7775,59.56,104.79,2927.6,0.187973,0
375,SENSOR,0.6267,57.92,104.32,3026.4,0.190471,0
376,SENSOR,0.8265,56.43,99.28,3134.6,0.190893,0
377,SENSOR,0.5655,58.99,95.62,2988.4,0.191611,0
378,SENSOR,0.5422,64.22,99.4,3080.5,0.191759,0
379,SENSOR,0.6545,57.66,95.87,3019.4,0.192062,0
380,SENSOR,0.5545,60.96,97.57,3042.0,0.192095,0
381,SENSOR,0.6625,59.79,101.59,3027.7,0.192909,0
382,SENSOR,0.5207,56.97,104.06,3053.3,0.193251,0
383,SENSOR,0.6181,62.39,103.33,3021.1,0.193951,0
384,SENSOR,0.7918,60.1,96.25,2944.3,0.194315,0
385,SENSOR,0.52,58.92,95.83,3040.1,0.194866,0
386,SENSOR,0.5631,58.1,98.07,3015.4,0.195137,0
387,SENSOR,0.6575,57.71,96.5,3028.8,0.195608,0
388,SENSOR,0.568,60.45,95.61,2999.2,0.196036,0
389,SENSOR,0.9234,58.84,92.95,2963.7,0.196479,0
390,SENSOR,0.6481,58.11,100.44,2960.8,0.196705,0
391,SENSOR,0.7996,57.29,104.43,3027.5,0.196796,0
392,SENSOR,0.573,61.84,102.54,2958.6,0.196981,0
393,SENSOR,0.5697,59.29,100.97,2943.6,0.197082,0
394,SENSOR,0.5595,60.58,96.45,3039.9,0.197177,0
395,SENSOR,0.5381,61.43,103.01,2917.0,0.198001,0
396,SENSOR,0.5526,61.43,99.4,2987.6,0.199001,0
397,SENSOR,0.5246,58.04,95.92,3064.2,0.199938,0
398,SENSOR,0.7203,62.69,104.82,2931.4,0.200891,0
399,SENSOR,0.5472,56.98,100.43,3063.3,0.201284,0
400,SENSOR,0.5569,55.47,103.75,3053.6,0.201789,0
401,SENSOR,0.5419,60.85,96.91,2898.9,0.201989,0
402,SENSOR,0.5196,58.42,105.01,2979.9,0.202275,0
403,SENSOR,0.686,60.74,99.06,2964.2,0.203153,0
404,SENSOR,0.5271,62.66,102.43,2959.6,0.203392,0
405,SENSOR,0.6003,58.53,103.33,2945.4,0.203868,0
406,SENSOR,0.5772,63.1,105.32,3063.5,0.203961,0
407,SENSOR,0.5353,57.44,98.3,3039.4,0.204363,0
408,SENSOR,0.7732,55.99,99.2,2956.6,0.204495,0
409,SENSOR,0.5562,60.52,99.98,3018.9,0.205188,0
410,SENSOR,0.5557,60.38,99.07,2982.3,0.205727,0
411,SENSOR,0.5341,60.57,100.38,3035.7,0.206936,0
412,SENSOR,0.5486,62.0,100.76,3031.3,0.206975,0
413,SENSOR,0.5485,58.89,101.16,3050.3,0.207752,0
414,SENSOR,0.6054,61.29,100.48,2927.9,0.20808,0
415,SENSOR,0.521,57.61,101.2,3018.3,0.208708,0
416,SENSOR,0.6555,56.98,104.61,2972.7,0.210838,0
417,SENSOR,0.5295,59.18,98.34,2898.4,0.211645,0
418,SENSOR,0.5325,59.09,92.95,3084.2,0.211666,0
419,SENSOR,0.636,60.6,100.28,2916.9,0.211859,0
420,SENSOR,0.6184,57.78,95.49,2996.3,0.212171,0
421,SENSOR,0.6262,58.3,98.07,2995.3,0.212298,0
